xx,sepalgland_phytools,lam_blade_phytools,petiole_phytools,lateral_organ,petal,anther,style,pedicel,NWOW,calyx,laminar,floralnec,petal_binary,lam_blade_binary,petiole_binary,X.1
Heteropterys_macrostachya,2,1,1,3,0,0,0,0,0,1,1,0,0,1,1,
Heteropterys_bahiensis,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,
Heteropterys_chrysophylla,1,1,1,3,0,0,0,0,0,1,1,0,0,1,1,
Heteropterys_sericea,1,2,1,3,0,0,0,0,0,1,1,0,0,1,1,
Heteropterys_glazioviana,2,2,3,3,0,0,0,0,0,1,1,0,0,1,1,
Heteropterys_nitida,2,1,0,1,0,0,0,0,0,1,1,0,0,1,0,
Heteropterys_megaptera,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
Heteropterys_nordestina,2,1,0,1,1,0,0,0,0,1,1,1,1,1,0,
Heteropterys_imperata,2,3,1,3,1,0,0,0,0,1,1,1,1,1,1,
Heteropterys_cordifolia,2,2,0,1,0,0,0,0,0,1,1,0,0,1,0,
Heteropterys_ciliata,2,2,0,1,0,0,0,0,0,1,1,0,0,1,0,
Heteropterys_capixaba,0,0,1,2,0,0,0,0,0,0,1,0,0,0,1,
Heteropterys_aureosericea,2,1,1,3,0,0,0,0,0,1,1,0,0,1,1,
Heteropterys_catingarum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Heteropterys_conformis,0,2,1,3,1,0,0,0,0,0,1,1,1,1,1,
Heteropterys_lindleyana,0,2,1,3,0,0,0,0,0,0,1,0,0,1,1,
Heteropterys_ternstroemiifolia,2,0,1,2,0,0,0,0,0,1,1,0,0,0,1,
Heteropterys_sanctorum,2,2,1,3,0,0,0,0,0,1,1,0,0,1,1,
Hiptage_benghalensis,3,3,0,1,0,0,0,0,1,1,1,0,0,1,0,
Hiptage_candicans,3,3,0,1,0,0,0,0,1,1,1,0,0,1,0,
Hiptage_detergens,3,4,0,1,0,0,0,0,1,1,1,0,0,1,0,
Hiptage_poilanei,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
Hiptage_aff_stellulifera,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,
Hiptage_calcicola,0,2,0,1,0,0,0,0,1,0,1,0,0,1,0,
Flabellariopsis_acuminata,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,
Tetrapterys_argentea,2,2,0,1,0,0,0,0,0,1,1,0,0,1,0,
Tetrapterys_heterophylla,2,2,0,1,0,0,0,0,0,1,1,0,0,1,0,
Tetrapterys_mexicana,2,2,0,1,0,0,0,0,0,1,1,0,0,1,0,
Carolus_chlorocarpus,1,2,0,1,0,0,0,0,0,1,1,0,0,1,0,
Carolus_chasei,1,2,0,1,0,0,0,0,0,1,1,0,0,1,0,
Carolus_anderssonii,1,2,0,1,0,0,0,0,0,1,1,0,0,1,0,
Carolus_sinemariensis,1,2,0,1,0,0,0,0,0,1,1,0,0,1,0,
Dicella_macroptera,2,2,1,3,0,0,0,0,0,1,1,0,0,1,1,
Dicella_conwayi,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
Dicella_julianii,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
Tricomaria_usillo,2,2,0,1,0,0,0,0,0,1,1,0,0,1,0,
Dicella_bracteosa,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
Dicella_nucifera,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
Christianella_mesoamericana,1,2,1,3,0,0,0,0,0,1,1,0,0,1,1,
Christianella_multiglandulosa,1,2,1,3,0,0,0,0,0,1,1,0,0,1,1,
Christianella_surinamensis,1,2,1,3,0,0,0,0,0,1,1,0,0,1,1,
Jubelina_uleana,2,1,0,1,1,0,0,0,0,1,1,1,1,1,0,
Jubelina_wilburii,2,1,0,1,2,0,0,0,0,1,1,1,1,1,0,
Alicia_anisopetala,2,1,0,1,0,0,0,0,0,1,1,0,0,1,0,
Callaeum_nicaraguense,2,2,0,1,1,0,0,0,0,1,1,1,1,1,0,
Callaeum_psilophyllum,2,2,0,1,0,0,0,0,0,1,1,0,0,1,0,
Callaeum_antifebrile,2,2,0,1,0,0,0,0,0,1,1,0,0,1,0,
Callaeum_septentrionale,2,2,0,1,1,0,0,0,0,1,1,1,1,1,0,
Callaeum_macropterum,2,2,0,1,1,0,0,0,0,1,1,1,1,1,0,
Callaeum_coactum,2,2,0,1,1,0,0,0,0,1,1,1,1,1,0,
Callaeum_clavipetalum,2,2,0,1,1,0,0,0,0,1,1,1,1,1,0,
Callaeum_malpighioides,2,2,0,1,0,0,0,0,0,1,1,0,0,1,0,
Malpighiodes_bracteosa,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,
Malpighiodes_guianensis,1,1,1,3,0,0,0,0,0,1,1,0,0,1,1,
Flabellaria_paniculata,0,2,1,3,0,0,0,0,1,0,1,0,0,1,1,
Mezia_araujoi,2,4,2,3,1,0,0,0,0,1,1,1,1,1,1,
Mezia_beckii,2,3,0,1,0,0,0,0,0,1,1,0,0,1,0,
Mezia_angelica,2,3,0,1,0,0,0,0,0,1,1,0,0,1,0,
Mezia_tomentosa,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
Mezia_includens,2,1,0,1,0,0,0,0,0,1,1,0,0,1,0,
Mezia_mariposa,2,3,0,1,1,0,0,0,0,1,1,1,1,1,0,
Jubelina_rosea,2,1,0,1,2,1,0,0,0,1,1,1,1,1,0,
Jubelina_riparia,2,1,0,1,2,0,0,0,0,1,1,1,1,1,0,
Amorimia_amazonica,2,3,2,3,1,1,0,0,0,1,1,1,1,1,1,
Amorimia_kariniana,1,1,2,3,0,1,0,0,0,1,1,1,0,1,1,
Amorimia_exotropica,2,1,0,1,0,1,0,0,0,1,1,1,0,1,0,
Amorimia_maritima,2,3,2,3,0,1,0,0,0,1,1,1,0,1,1,
Amorimia_rigida,2,3,0,1,0,1,0,0,0,1,1,1,0,1,0,
Amorimia_velutina,2,3,0,1,0,1,0,0,0,1,1,1,0,1,0,
Amorimia_septentrionalis,2,1,0,1,0,1,0,0,0,1,1,1,0,1,0,
Calcicola_parvifolia,2,2,0,1,0,0,0,0,0,1,1,0,0,1,0,
Calcicola_sericea,2,2,0,1,0,0,0,0,0,1,1,0,0,1,0,
Malpighia_leticiana,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,
Malpighia_galeottiana,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,
Malpighia_mexicana,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
Malpighia_emarginata,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,
Malpighia_stevensii,1,2,0,1,0,0,0,0,0,1,1,0,0,1,0,
Malpighia_romeroana,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,
Malpighia_wendtii,4,1,0,1,0,0,0,0,0,1,1,0,0,1,0,
Malpighia_glabra,2,3,0,1,0,0,0,0,0,1,1,0,0,1,0,
Malpighia_souzae,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
Malpighia_lundellii,2,1,0,1,0,0,0,0,0,1,1,0,0,1,0,
Malpighia_albiflora,2,1,0,1,0,0,0,0,0,1,1,0,0,1,0,
Malpighia_fucata,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
Malpighia_urens,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
Malpighia_incana,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
Malpighia_coccigera,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
Malpighia_cnide,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
Malpighia_setosa,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,
Microsteira_argyrophylla,0,0,1,2,0,0,0,0,1,0,1,0,0,0,1,
Madagasikaria_andersonii,0,1,2,3,0,0,0,0,1,0,1,0,0,1,1,
Rhynchophora_phillipsonii,0,3,2,3,0,0,0,0,1,0,1,0,0,1,1,
Rhynchophora_humbertii,0,1,2,4,0,0,0,0,1,0,1,0,0,1,1,
Microsteira_amphiamensis,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,
Microsteira_curtisii,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,
Microsteira_paniculata,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,
Microsteira_diotostigma,0,0,1,2,0,0,0,0,1,0,1,0,0,0,1,
Digoniopterys_microphylla,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,
Triaspis_nelsonii,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
Triaspis_glaucophylla,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
Triaspis_hypericoides,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
Triaspis_macropteron,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
Triaspis_niedenzuiana,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
Triaspis_odorata,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
Caucanthus_auriculatus,0,1,3,4,0,0,0,0,1,0,1,0,0,1,1,
Aspidopterys_tomentosa,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
Mascagnia_vacciniifolia,2,1,0,1,0,0,0,0,0,1,1,0,0,1,0,
Mascagnia_almedae,2,1,2,3,0,0,0,0,0,1,1,0,0,1,1,
Triopterys_paniculata,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
Triopterys_jamaicensis,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
Mascagnia_divaricata,2,0,2,2,0,0,0,0,0,1,1,0,0,0,1,
Mascagnia_brevifolia,2,1,1,3,0,0,0,0,0,1,1,0,0,1,1,
Mascagnia_eggersiana,2,1,0,1,0,0,0,0,0,1,1,0,0,1,0,
Mascagnia_tenuifolia,2,1,0,1,0,0,0,0,0,1,1,0,0,1,0,
Mascagnia_polybotrya,2,1,0,1,0,0,0,0,0,1,1,0,0,1,0,
Mascagnia_lilacina,2,1,0,1,0,0,0,0,0,1,1,0,0,1,0,
Mascagnia_schunkei,2,1,0,1,0,0,0,0,0,1,1,0,0,1,0,
Mascagnia_strigulosa,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,
Mascagnia_tomentosa,2,3,0,1,0,0,0,0,0,1,1,0,0,1,0,
Mascagnia_australis,2,3,0,1,0,0,0,0,0,1,1,0,0,1,0,
Mascagnia_arenicola,2,3,0,1,0,0,0,0,0,1,1,0,0,1,0,
Mascagnia_dissimilis,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
Mascagnia_cordifolia,1,1,1,3,0,0,0,0,0,1,1,0,0,1,1,
Mascagnia_affinis,2,1,1,3,0,0,0,0,0,1,1,0,0,1,1,
Ectopopterys_soejartoi,0,1,2,3,0,1,0,0,0,0,1,1,0,1,1,
Stigmaphyllon_selerianum,2,2,2,3,0,0,0,0,0,1,1,0,0,1,1,
Stigmaphyllon_sagraeanum,2,1,2,4,0,0,0,0,0,1,1,0,0,1,1,
Stigmaphyllon_paralias,2,0,2,2,0,0,0,0,0,1,1,0,0,0,1,
Stigmaphyllon_cuzcanum,2,2,2,3,0,0,0,0,0,1,1,0,0,1,1,
Stigmaphyllon_finlayanum,2,2,2,3,0,0,0,0,0,1,1,0,0,1,1,
Stigmaphyllon_aberrans,2,2,2,3,0,0,0,0,0,1,1,0,0,1,1,
Stigmaphyllon_calcaratum,2,2,2,3,0,0,0,0,0,1,1,0,0,1,1,
Stigmaphyllon_lindenianum,2,2,2,4,0,0,0,0,0,1,1,0,0,1,1,
Stigmaphyllon_retusum,2,2,2,3,0,0,0,0,0,1,1,0,0,1,1,
Stigmaphyllon_ellipticum,2,0,2,2,0,0,0,0,0,1,1,0,0,0,1,
Stigmaphyllon_ciliatum,2,2,2,3,0,0,0,0,0,1,1,0,0,1,1,
Stigmaphyllon_pseudopuberum,2,2,2,3,0,0,0,0,0,1,1,0,0,1,1,
Stigmaphyllon_puberum,2,2,2,3,0,0,0,0,0,1,1,0,0,1,1,
Stigmaphyllon_bogotense,2,2,2,3,0,0,0,0,0,1,1,0,0,1,1,
Diplopterys_valvata,0,1,2,3,0,0,0,0,0,0,1,0,0,1,1,
Diplopterys_leiocarpa,0,2,0,1,0,1,0,0,0,0,1,1,0,1,0,
Diplopterys_lutea,0,0,1,2,0,0,0,0,0,0,1,0,0,0,1,
Diplopterys_rondoniensis,1,2,0,1,1,0,0,0,0,1,1,1,1,1,0,
